Ruc|Nombre/Razon|A partir del|Resolucion|
20527147612|GOBIERNO REGIONAL CUSCO|01/06/2003|RS R.S.101-2003|
20530689019|GOBIERNO REGIONAL DE ANCASH|01/06/2003|RS R.S.101-2003|
20527141762|GOBIERNO REGIONAL DE APURIMAC|01/06/2003|RS R.S.101-2003|
20498390570|GOBIERNO REGIONAL DE AREQUIPA|01/06/2003|RS R.S.101-2003|
20172661794|GOBIERNO REGIONAL DE AREQUIPA - SALUD AREQUIPA|01/11/2002|RS R.S.135-2002|
20167251294|GOBIERNO REGIONAL DE AREQUIPA-HOSPITAL III REGIONAL-HONORIO DELGADO|01/11/2002|RS R.S.135-2002|
20486020882|GOBIERNO REGIONAL DE HUANCAVELICA|01/06/2003|RS R.S.101-2003|
20530688390|GOBIERNO REGIONAL DE LIMA|01/06/2003|RS R.S.101-2003|
20493196902|GOBIERNO REGIONAL DE LORETO|01/06/2003|RS R.S.101-2003|
20519752515|GOBIERNO REGIONAL DE TACNA|01/06/2003|RS R.S.101-2003|
20393066386|GOBIERNO REGIONAL DE UCAYALI|01/06/2003|RS R.S.101-2003|
20505703554|GOBIERNO REGIONAL DEL CALLAO|01/06/2003|RS R.S.101-2003|
20489250731|GOBIERNO REGIONAL HUANUCO|01/06/2003|RS R.S.101-2003|
20452393817|GOBIERNO REGIONAL ICA|01/06/2003|RS R.S.101-2003|
20486021692|GOBIERNO REGIONAL JUNIN|01/06/2003|RS R.S.101-2003|
20440374248|GOBIERNO REGIONAL LA LIBERTAD|01/06/2003|RS R.S.101-2003|
20479569780|GOBIERNO REGIONAL LAMBAYEQUE|01/06/2003|RS R.S.101-2003|
20437274518|GOBIERNO REGIONAL LAMBAYEQUE HOSPITAL REGIONAL DOCENTE LAS MERCEDES|01/11/2002|RS R.S.135-2002|
20527143200|GOBIERNO REGIONAL MADRE DE DIOS|01/06/2003|RS R.S.101-2003|
20519752604|GOBIERNO REGIONAL MOQUEGUA|01/06/2003|RS R.S.101-2003|
20484004421|GOBIERNO REGIONAL PIURA|01/06/2003|RS R.S.101-2003|
20406325815|GOBIERNO REGIONAL PUNO|01/06/2003|RS R.S.101-2003|
20484003883|GOBIERNO REGIONAL TUMBES|01/06/2003|RS R.S.101-2003|
20507828915|GOLD FIELDS LA CIMA S.A.A.|01/09/2008|RS R.S.124-2008|
20348233671|GOLDER ASSOCIATES PERU S.A.|01/01/2010|RS R.S.265-2009|
20378600422|GOLOSINAS Y PERFUMERIA UNION S.A.C.|01/05/2003|RS R.S.080-2003|
20299634443|GRAFIPAPEL S.A.|01/06/2002|RS R.S.037-2002|
20513842377|GRAN TIERRA ENERGY PERU S.R.L.|02/05/2011|RS R.S.082-2011|
20100153832|GRANA Y MONTERO PETROLERA S.A.|01/06/2002|RS R.S.037-2002|
20332600592|GRANA Y MONTERO S.A.A|01/06/2002|RS R.S.037-2002|
20431534046|GRANELES DEL PERU S.A.C.|01/08/2006|RS R.S.091-2006|
20419158462|GRANJA RINCONADA DEL SUR S.A.|01/06/2003|RS R.S.101-2003|
20100111838|GRIFOS ESPINOZA S A|01/09/2010|RS R.S.217-2010|
20100091543|GRUNENTHAL PERUANA S A|01/06/2002|RS R.S.037-2002|
20212331377|GRUPO DELTRON S.A.|01/10/2005|RS R.S.174-2005|
20517374661|GRUPO LA REPUBLICA PUBLICACIONES S.A.|02/05/2011|RS R.S.082-2011|
20101462081|GRUPO LA REPUBLICA S.A.|01/06/2003|RS R.S.101-2003|
20259496412|GRUPO LEAFAR S.A.C.|01/09/2010|RS R.S.217-2010|
20377668449|GRUPO MASTERCOM S.A.C.|01/06/2002|RS R.S.037-2002|
20100144922|GRUPO PANA S.A.|01/06/2002|RS R.S.037-2002|
20373697720|GRUPO REPSOL YPF DEL PERU SAC -GRYPESAC|01/06/2002|RS R.S.037-2002|
20512096990|GRUPO TECNOLOGIES S.A.|01/09/2010|RS R.S.217-2010|
20106793621|GRUPO TORVISCO SOCIEDAD ANONIMA|01/06/2002|RS R.S.037-2002|
20100016843|GRUPORPP S.A.|01/09/2010|RS R.S.217-2010|
20508634090|H.V.C.EXPORTACIONES SAC|02/05/2011|RS R.S.082-2011|
20338846305|HAMBURG SUD PERU|01/06/2002|RS R.S.037-2002|
20463125971|HCMA (PERU) S.A.C.|01/02/2003|RS R.S.181-2002|
20155793075|HELICOPTEROS DEL SUR S.A.|01/01/2007|RS R.S.219-2006|
20519646758|HELIO INVERSIONES S.A.C|01/09/2010|RS R.S.217-2010|
20330822661|HENKEL PERUANA S.A.|01/06/2002|RS R.S.037-2002|
20512759778|HERBALIFE PERU S.R.L.|01/01/2010|RS R.S.265-2009|
20501458164|HERCO COMBUSTIBLES S.A.|01/06/2003|RS R.S.101-2003|
20100077044|HERMES TRANSPORTES BLINDADOS  S A|01/06/2002|RS R.S.037-2002|
20100060150|HERSIL S.A. LABORATORIOS INDUSTRIALES FARMACEUTICOS|01/06/2002|RS R.S.037-2002|
20335020872|HEWLETT - PACKARD PERU S.R.L.|01/06/2002|RS R.S.037-2002|
20510409613|HIDROCA—ETE S.A|01/12/2010|RS R.S.295-2010|
20514965669|HIDROELECTRICA SANTA CRUZ SAC|01/12/2010|RS R.S.295-2010|
20100171814|HIDROSTAL S A|01/06/2002|RS R.S.037-2002|
20418108151|HILANDERIA DE ALGODON PERUANO S.A.|01/06/2002|RS R.S.037-2002|
20109072177|HIPERMERCADOS METRO S A|01/06/2002|RS R.S.037-2002|
20508565934|HIPERMERCADOS TOTTUS S.A|01/09/2004|RS R.S.184-2004|
20512603093|HOB CONSULTORES S.A. Y CPS DE INGENIERIA SAC|01/09/2010|RS R.S.217-2010|
20103733015|HONDA DEL PERU S.A|01/06/2002|RS R.S.037-2002|
20493508645|HONDA SELVA DEL PERU S.A.|02/05/2011|RS R.S.082-2011|
20162197461|HOSP. HUACHO-HUAURA-OYON Y SERV BAS D SA|01/11/2002|RS R.S.135-2002|
20196425005|HOSPITAL "VICTOR RAMOS GUARDIA" NIVEL II-2- HUARAZ|01/11/2002|RS R.S.135-2002|
20284684827|HOSPITAL CHANCAY Y SERVICIOS BASICOS DE SALUD|01/11/2002|RS R.S.135-2002|
20185665322|HOSPITAL DANIEL ALCIDES CARRION|01/11/2002|RS R.S.135-2002|
20162041291|HOSPITAL DE APOYO DEPARTAMENTAL MARIA AU|01/11/2002|RS R.S.135-2002|
20170137346|HOSPITAL DE BARRANCA - CAJATAMBO Y SERVICIOS BASICOS DE SALUD|01/11/2002|RS R.S.135-2002|
20138100015|HOSPITAL DE EMERGENCIAS JOSE CASIMIRO UL|01/11/2002|RS R.S.135-2002|
20146536787|HOSPITAL EL CARMEN|01/11/2002|RS R.S.135-2002|
20139776403|HOSPITAL EMERGENCIAS PEDIATRICAS|01/11/2002|RS R.S.135-2002|
20172155317|HOSPITAL HERMILIO VALDIZAN|01/11/2002|RS R.S.135-2002|
20137729751|HOSPITAL NAC DOCENTE M YN SAN BARTOLOME|01/11/2002|RS R.S.135-2002|
20154996991|HOSPITAL NACIONAL ARZOBISPO LOAYZA|01/06/2002|RS R.S.037-2002|
20154528971|HOSPITAL NACIONAL CAYETANO HEREDIA|01/11/2002|RS R.S.135-2002|
20174943924|HOSPITAL NACIONAL DANIEL ALCIDES CARRION|01/11/2002|RS R.S.135-2002|
20160388570|HOSPITAL NACIONAL DOS DE MAYO|01/11/2002|RS R.S.135-2002|
20153219118|HOSPITAL NACIONAL HIPOLITO UNANUE|01/11/2002|RS R.S.135-2002|
20223149635|HOSPITAL REGIONAL DOCENTE DE TRUJILLO|01/11/2002|RS R.S.135-2002|
20174675733|HOSPITAL REGIONAL ELEAZAR GUZMAN BARRON|01/11/2002|RS R.S.135-2002|
20185881700|HOSPITAL REGIONAL MANUEL NUNEZ BUTRON PU|01/11/2002|RS R.S.135-2002|
20170983816|HOSPITAL REZOLA|01/11/2002|RS R.S.135-2002|
20380486351|HOSPITAL SAN JOSE|01/11/2002|RS R.S.135-2002|
20160588234|HOSPITAL SERGIO E BERNALES|01/11/2002|RS R.S.135-2002|
20297885538|HOTELERA COSTA DEL PACIFICO S.A.|01/06/2002|RS R.S.037-2002|
20100032610|HOTELES SHERATON DEL PERU S.A.|01/06/2002|RS R.S.037-2002|
20513074370|HSBC BANK PERU S.A|01/01/2010|RS R.S.265-2009|
20507646728|HUAWEI DEL PERU SAC|01/08/2006|RS R.S.091-2006|
20467685661|HUNT OIL COMPANY OF PERU LLC SUC.D PERU|01/03/2009|RS R.S.030-2009|
20100318696|HV CONTRATISTAS S.A.|01/02/2004|RS R.S. 008-2004|
20100032709|I Q F DEL PERU SA|01/06/2002|RS R.S.037-2002|
20100041449|IBERIA LINEAS AEREAS DE ESPA—A SOCIEDAD ANONIMA OPERADORA|01/06/2002|RS R.S.037-2002|
20503981298|IBERICO INGENIERIA Y CONSTRUCCION S.A.|01/01/2010|RS R.S.265-2009|
20508061201|IBEROAMERICANA DE PLASTICOS SAC|01/02/2006|RS R.S.254-2005|
20100075009|IBM DEL PERU S A C|01/06/2002|RS R.S.037-2002|
20310422755|ICATOM S.A.|01/10/2005|RS R.S.174-2005|
20102193025|ICE ING CONSULTORES Y EJECUTORES S A|01/06/2002|RS R.S.037-2002|
20483981202|ICSA CONSTRUCTORES S.R.L|01/09/2010|RS R.S.217-2010|
20472498305|IDEAS TEXTILES S.A.C.|01/10/2005|RS R.S.174-2005|
20475308817|IDT PERU S.R.L.|02/05/2011|RS R.S.082-2011|
20100331285|ILENDER PERU S.A|01/06/2002|RS R.S.037-2002|
20459949535|IMBAREX S.A.|02/05/2011|RS R.S.082-2011|
20251850993|IMELSA INTERNATIONAL S.A.|01/03/2009|RS R.S.030-2009|
20441766883|IMI DEL PERU S.A.C|01/01/2007|RS R.S.219-2006|
20509413291|IMK MADERAS S.A.C.|02/05/2011|RS R.S.082-2011|
20506377600|IMPALA PERU S.A.C.|01/01/2010|RS R.S.265-2009|
20268523821|IMPORT Y EXPORT GOLD SUN SOCIEDAD ANONIMA CERRADA|01/10/2005|RS R.S.174-2005|
20100016681|IMPORTACIONES HIRAOKA S.A.C.|01/06/2002|RS R.S.037-2002|
20387297481|IMPORTADORA GOMELAST S.A.C|01/02/2004|RS R.S. 008-2004|
20100023891|IMPORTADORA INDUSTRIAL CORPUS S.R.L.|01/06/2002|RS R.S.037-2002|
20100265479|IMPORTADORA TECNICA INDUSTRIAL Y COMERCI AL SA|01/06/2002|RS R.S.037-2002|
20100199743|INCA TOPS S.A.A.|01/06/2003|RS R.S.101-2003|
20100226813|INCALPACA TEXTILES PERUANOS DE EXPORT SA|01/02/2003|RS R.S.181-2002|
20380130336|INCHCAPE MOTORS PERU SA|01/06/2002|RS R.S.037-2002|
20101029442|INCOT S.A.C. CONTRATISTAS GENERALES|01/06/2002|RS R.S.037-2002|
20251293181|INDECO S.A.|01/06/2002|RS R.S.037-2002|
20133840533|INDECOPI|01/06/2002|RS R.S.037-2002|
20100160707|INDELAT SAC|01/06/2002|RS R.S.037-2002|
20100123411|INDRA PERU S.A.|01/06/2002|RS R.S.037-2002|
20304634554|INDUBRAS S.A.C.|01/09/2007|RS R.S.156-2007|
20473938929|INDURA S.A.INDUSTRIA Y COMERCIO SUC PERU|01/09/2007|RS R.S.156-2007|
20479603392|INDUSTRIA ARROCERA DE AMERICA SOCIEDAD ANONIMA CERRADA|02/05/2011|RS R.S.082-2011|
20112316249|INDUSTRIA TEXTIL DEL PACIFICO S.A.|01/05/2003|RS R.S.080-2003|
20102728743|INDUSTRIA TEXTIL PIURA S.A.|01/02/2003|RS R.S.181-2002|
20100034582|INDUSTRIAL ALPAMAYO S A|01/06/2002|RS R.S.037-2002|
20100518946|INDUSTRIAL COMERCIAL SANTA ADELAIDA S A|01/05/2003|RS R.S.080-2003|
20100083281|INDUSTRIAL CROMOTEX S A|01/06/2002|RS R.S.037-2002|
20100267684|INDUSTRIAL FACTORY S A|01/06/2002|RS R.S.037-2002|
20100306337|INDUSTRIAL GORAK S A|01/06/2002|RS R.S.037-2002|
20100718872|INDUSTRIAL PAPELERA ATLAS S A|02/05/2011|RS R.S.082-2011|
20267910813|INDUSTRIAL TEXTIL ACUARIO SA|01/06/2002|RS R.S.037-2002|
20102154046|INDUSTRIAS ALIMENTARIAS S.A.C.|01/06/2002|RS R.S.037-2002|
20173136499|INDUSTRIAS ARGUELLES Y SERVICIOS GENERALES SOCIEDAD ANONIMA CERRADA|01/09/2010|RS R.S.217-2010|
20507447369|INDUSTRIAS CACHIMAYO S.A.|01/01/2007|RS R.S.219-2006|
20100004322|INDUSTRIAS DEL ENVASE S A|01/06/2002|RS R.S.037-2002|
20163901197|INDUSTRIAS DEL ESPINO S.A.|02/05/2011|RS R.S.082-2011|
20100003512|INDUSTRIAS ELECTRO QUIMICAS S A|01/06/2002|RS R.S.037-2002|
20171036284|INDUSTRIAS FIBRAFORTE S A|01/06/2002|RS R.S.037-2002|
20100064571|INDUSTRIAS NETTALCO S.A.|01/06/2002|RS R.S.037-2002|
20512201611|INDUSTRIAS ROLAND PRINT S.A.C. / INROPRIN S.A.C.|01/09/2010|RS R.S.217-2010|
20100046831|INDUSTRIAS TEAL S A|01/06/2002|RS R.S.037-2002|
20100047722|INDUSTRIAS VENCEDOR SA IVSA|01/06/2002|RS R.S.037-2002|
20265031677|INGENIERIA CELULAR ANDINA S.A.|01/06/2002|RS R.S.037-2002|
20454276761|INGENIERIA MANTENIMIENTO CONSTRUCCION Y SERVICIOS S.A.C.-IMCO SERVICIOS S.A.C.|02/05/2011|RS R.S.082-2011|
20508794968|INGENIERIA MEDIOAMBIENTE & CONSTRUCCION S.A.C.|01/09/2010|RS R.S.217-2010|
20100114187|INGENIEROS CIVILES Y CONTRATISTAS GENERA LES S.A.|01/09/2004|RS R.S.184-2004|
20262211968|INGRAM MICRO PERU S.A.|01/06/2002|RS R.S.037-2002|
20291939083|INKA CROPS S.A.|01/06/2003|RS R.S.101-2003|
20517363970|INKA DESIGNS SOCIEDAD ANONIMA CERRADA|01/01/2010|RS R.S.265-2009|
20519305098|INKAFERRO S.A.C.|01/01/2010|RS R.S.265-2009|
20423709163|INMOBILIARIA & CONSTRUCTORA MARCO EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA E.I.R.L|01/09/2010|RS R.S.217-2010|
20100040043|INMOBILIARIA ARFI S.A.|01/06/2002|RS R.S.037-2002|
20136847237|INMOBILIARIA DE TURISMO S A|01/10/2005|RS R.S.174-2005|
20218409041|INMOBILIARIA E INVERS. SAN FERNANDO S.A.|01/01/2010|RS R.S.265-2009|
20100302269|INMOBILIARIA E INVERSIONES GUIPOR SA|01/06/2002|RS R.S.037-2002|
20518023579|INMOBILIARIA GARAHO SAC|02/05/2011|RS R.S.082-2011|
20110200201|INNOVA ANDINA S.A.|01/02/2003|RS R.S.181-2002|
20338915471|INS.NAC.DE RADIO Y TEL.DEL PERU IRTP.|01/11/2002|RS R.S.135-2002|
20131376414|INST NACIONAL DE SALUD MENTAL  HD-HN|01/11/2002|RS R.S.135-2002|
20253237261|INSTALACION DE TENDIDOS TELEFONICOS DEL PERU S.A.|01/06/2002|RS R.S.037-2002|
20142920558|INSTALACIONES MECANICAS ELECTRICAS CONTR ATISTAS S.A.|02/05/2011|RS R.S.082-2011|
20148138886|INSTITUTO DEL MAR DEL PERU|01/06/2002|RS R.S.037-2002|
20131380012|INSTITUTO NACIONAL DE CIENCIAS NEUROLOGICAS|01/11/2002|RS R.S.135-2002|
20131370483|INSTITUTO NACIONAL DE CULTURA|01/11/2002|RS R.S.135-2002|
20171165092|INSTITUTO NACIONAL DE CULTURA CUSCO|01/11/2002|RS R.S.135-2002|
20135890031|INSTITUTO NACIONAL DE DEFENSA CIVIL|01/11/2002|RS R.S.135-2002|
20514964778|INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS|01/09/2007|RS R.S.156-2007|
20131381094|INSTITUTO NACIONAL DE OFTALMOLOGIA|01/11/2002|RS R.S.135-2002|
20131377577|INSTITUTO NACIONAL DE REHABILITACION DRA. ADRIANA REBAZA FLORES|01/11/2002|RS R.S.135-2002|
20131263130|INSTITUTO NACIONAL DE SALUD|01/11/2002|RS R.S.135-2002|
20131368403|INSTITUTO NACIONAL DE SALUD DEL NIÒO|01/06/2002|RS R.S.037-2002|
20144329148|INSTITUTO NACIONAL MATERNO PERINATAL|01/11/2002|RS R.S.135-2002|
20131371293|INSTITUTO PERUANO DE ENERGIA NUCLEAR|01/06/2002|RS R.S.037-2002|
20131369477|INSTITUTO TECNOLOGICO PESQUERO DEL PERU|01/11/2002|RS R.S.135-2002|
20254507874|INTCOMEX PERU S.A.C|01/06/2002|RS R.S.037-2002|
20100246768|INTERAMERICAN SERVICE CO S.A.C.|01/06/2002|RS R.S.037-2002|
20483998270|INTERAMERICANA NORTE S.A.C.|01/01/2010|RS R.S.265-2009|
20501844986|INTERCONEXION ELECTRICA ISA PERU S.A.|01/02/2003|RS R.S.181-2002|
20109714039|INTERLOOM S.A.C.|01/06/2002|RS R.S.037-2002|
20100343887|INTERNACIONAL DE MAQUINARIA Y COMERCIO S.A.|01/06/2002|RS R.S.037-2002|
20276178599|INTEROIL PERU S.A.|01/02/2003|RS R.S.181-2002|
20382748566|INTERSEGURO COMPA—IA DE SEGUROS S.A.|01/06/2002|RS R.S.037-2002|
20511130124|INTERSUR CONCESIONES S.A.|01/10/2005|RS R.S.174-2005|
20372399687|INTERVET S A|01/06/2002|RS R.S.037-2002|
20520628704|INTIGOLD MINING SOCIEDAD ANONIMA - INTIGOLD MINING S.A.|02/05/2011|RS R.S.082-2011|
20417378911|INTRADEVCO INDUSTRIAL S.A.|01/06/2002|RS R.S.037-2002|
20259171891|INVERS.MARITIMAS UNIVERSALES PERU S.A|01/06/2002|RS R.S.037-2002|
20167795120|INVERSIONES ANCONA S.A.C.|02/05/2011|RS R.S.082-2011|
20303972821|INVERSIONES BRADE S.A|01/06/2002|RS R.S.037-2002|
20101045995|INVERSIONES CENTENARIO S.A.A.|01/06/2002|RS R.S.037-2002|
20381396909|INVERSIONES COMINDUSTRIA S.A.|01/06/2002|RS R.S.037-2002|
20380286697|INVERSIONES KIYASHI S.A.|01/06/2003|RS R.S.101-2003|
20304576929|INVERSIONES LA CRUZ S.R.L.|01/06/2002|RS R.S.037-2002|
20334766714|INVERSIONES LA RIOJA S.A.|01/06/2002|RS R.S.037-2002|
20447759056|INVERSIONES MINERAS KOPAKABANA SOC. COM. DE RESPONS. LTDA|02/05/2011|RS R.S.082-2011|
20492400662|INVERSIONES MORAN E.I.R.L.|02/05/2011|RS R.S.082-2011|
20114803228|INVERSIONES NACIONALES DE TURISMO S.A.|01/01/2010|RS R.S.265-2009|
20260995449|INVERSIONES PERU PACIFICO S.A|02/05/2011|RS R.S.082-2011|
20517834255|INVERSIONES PRISCO  S.A.C.|02/05/2011|RS R.S.082-2011|
20427799973|INVERSIONES RUBIN'S SRL|02/05/2011|RS R.S.082-2011|
20100403294|INVERSIONES SAN GABRIEL S A|01/06/2002|RS R.S.037-2002|
20106522783|INVERSIONES VETERINARIAS S.A.|01/06/2002|RS R.S.037-2002|
20160404796|INVERSIONES Y COMERCIALIZACION MAKA SAC|01/06/2002|RS R.S.037-2002|
20463627488|INVITA SEGUROS DE VIDA|01/06/2002|RS R.S.037-2002|
20101639275|IPESA S.A.C.|01/09/2010|RS R.S.217-2010|
20503371899|IPG MEDIABRANDS S.A. SUCURSAL DEL PERU|01/02/2003|RS R.S.181-2002|
20260497414|IPSOS APOYO OPINION Y MERCADO S.A.|01/06/2002|RS R.S.037-2002|
20509709573|ISOPETROL LUBRICANTS DEL PERU S.A.C.|01/10/2005|RS R.S.174-2005|
20406271383|J & C AURYSUR SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA|02/05/2011|RS R.S.082-2011|
20445328597|J & E INGENIEROS CONSULTORES Y CONTRATISTAS GENERALES S.R.L.|01/09/2010|RS R.S.217-2010|
20101508928|J E CONSTRUCCIONES GENERALES S A|01/10/2005|RS R.S.174-2005|
20101064515|J EVANS Y ASOCIADOS SAC|01/06/2002|RS R.S.037-2002|
20100104971|J WALTER THOMPSON PERUANA|01/06/2002|RS R.S.037-2002|
20492871789|J&P AGROEXPORTACIONES S.A.C.|02/05/2011|RS R.S.082-2011|
20218633511|JACINTO POBLETE  EIRL|01/06/2002|RS R.S.037-2002|
20100033004|JAFE S A|01/10/2005|RS R.S.174-2005|
20511317038|JAGUI S.A.C.|01/09/2010|RS R.S.217-2010|
20250161221|JAPAN AUTOS S.A|01/06/2002|RS R.S.037-2002|
20338048905|JAS IMPORT & EXPORT SRL|01/10/2005|RS R.S.174-2005|
20517387135|JH TEXTIL SOCIEDAD ANONIMA CERRADA|01/01/2010|RS R.S.265-2009|
20520694839|JINZHAO  MINING PERU S.A.|01/09/2010|RS R.S.217-2010|
20100163471|JJC CONTRATISTAS GENERALES S.A.|01/02/2003|RS R.S.181-2002|
20512277358|JJC-SCHRADER CAMARGO S.A.C.|01/03/2009|RS R.S.030-2009|
20101849679|JOHE SA|01/06/2002|RS R.S.037-2002|
20204441007|JOHNSON & JOHNSON DEL PERU S.A|01/06/2002|RS R.S.037-2002|
20101015492|JORGE PE—A S A JORPESA|01/11/2003|RS R.S. 184-2003|
20100073219|JORVEX S.A.|01/06/2002|RS R.S.037-2002|
20471724620|JOSFEL ILUMINACION S.A.C|01/05/2003|RS R.S.080-2003|
20507200126|JPP CONTRATISTAS S.A.C.|01/09/2010|RS R.S.217-2010|
20131378549|JURADO NACIONAL DE ELECCIONES|01/11/2002|RS R.S.135-2002|
20100103738|K L M CIA REAL HOLANDESA DE AVIACION|01/06/2002|RS R.S.037-2002|
20510992904|KALLPA GENERACION S.A.|01/03/2009|RS R.S.030-2009|
20478174129|KARINTO S.R.L.|02/05/2011|RS R.S.082-2011|
20519425662|KEI (PERU Z-38) PTY LTD., SUCURSAL DEL PERU|02/05/2011|RS R.S.082-2011|
20472468147|KIA IMPORT PERU S.A.C.|01/02/2004|RS R.S. 008-2004|
20100152941|KIMBERLY-CLARK PERU S.R.L.|01/06/2002|RS R.S.037-2002|
20251749095|KNIGHT PIESOLD CONSULTORES S.A.|01/06/2002|RS R.S.037-2002|
20302241598|KOMATSU-MITSUI MAQUINARIAS PERU S.A.|01/06/2002|RS R.S.037-2002|
20297037952|KOREA NATIONAL OIL CORPORATION SUCURSAL PERUANA|01/03/2009|RS R.S.030-2009|
20504358659|KORI PERU S.A.C.|02/05/2011|RS R.S.082-2011|
20100164010|KRAFT FOODS PERU S.A.|01/06/2002|RS R.S.037-2002|
20532145415|KS DEPOR S.A.|01/02/2003|RS R.S.181-2002|
20100069297|KURESA S A|01/06/2002|RS R.S.037-2002|
20263408293|KYUNG-IN SYNTHETIC CORPORATION PERU S.A.|01/02/2004|RS R.S. 008-2004|
20416414018|L'OREAL PERU S.A.|01/06/2002|RS R.S.037-2002|
20205467603|LA ARENA S.A.|02/05/2011|RS R.S.082-2011|
20452614767|LA CALERA S.A.C|01/09/2008|RS R.S.124-2008|
20100373956|LA CARAVANA S A|01/06/2002|RS R.S.037-2002|
20100096260|LA COLONIAL FABRICA DE HILOS S A|01/06/2002|RS R.S.037-2002|
20492432432|LA FABRIL PERU SAC|01/01/2010|RS R.S.265-2009|
20100210909|LA POSITIVA SEGUROS Y REASEGUROS|01/06/2003|RS R.S.101-2003|
20454073143|LA POSITIVA VIDA SEGUROS Y REASEGUROS|01/09/2010|RS R.S.217-2010|
20219719443|LA QUINTA DE LOS FABRICANTES SAC|02/05/2011|RS R.S.082-2011|
20111035378|LA ROSA NAUTICA S.A.|01/06/2002|RS R.S.037-2002|
20383731705|LA VENTUROSA S.A.|02/05/2011|RS R.S.082-2011|
20100150736|LA VIGA S A|01/06/2002|RS R.S.037-2002|
20347268683|LABORATORIOS AC FARMA S.A.|01/02/2004|RS R.S. 008-2004|
20160641810|LABORATORIOS BAGO DEL PERU S.A.|01/06/2002|RS R.S.037-2002|
20194206551|LABORATORIOS BAXTER DEL PERU S.A.|01/06/2002|RS R.S.037-2002|
20101129153|LABORATORIOS ELIFARMA S A|01/06/2002|RS R.S.037-2002|
20294825861|LABORATORIOS GARDEN HOUSE S.A.|01/02/2006|RS R.S.254-2005|
20147720492|LABORATORIOS ROE S.A|01/06/2002|RS R.S.037-2002|
20100134617|LABORATORIOS ROEMMERS S A|01/06/2002|RS R.S.037-2002|
20100145732|LABORATORIOS WYETH S A|01/06/2002|RS R.S.037-2002|
20100095450|LAIVE S A|01/02/2003|RS R.S.181-2002|
20100103657|LAN AIRLINES S.A. SUCURSAL PERU|01/06/2002|RS R.S.037-2002|
20503314585|LAN CARGO S.A. SUCURSAL PERU|02/05/2011|RS R.S.082-2011|
20341841357|LAN PERU S.A.|01/06/2002|RS R.S.037-2002|
20505725957|LEAFAR CORPORATION SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITIDA|01/09/2010|RS R.S.217-2010|
20100067758|LEE FILTER DEL PERU S A|01/06/2002|RS R.S.037-2002|
20511063184|LENOVO (ASIA PACIFIC) LIMITED SUCURSAL DEL PERU|01/08/2006|RS R.S.091-2006|
20308700349|LETREROS CORPORATIVOS S.A.|01/06/2002|RS R.S.037-2002|
20375755344|LG ELECTRONICS PERU S.A.|01/06/2002|RS R.S.037-2002|
20501577252|LIMA AIRPORT PARTNERS S.R.L.|01/02/2003|RS R.S.181-2002|
20100182778|LIMA CAUCHO S A|01/06/2002|RS R.S.037-2002|
20100007348|LIMA GAS S A|01/06/2002|RS R.S.037-2002|
20143547788|LIMA GOLF CLUB|01/06/2002|RS R.S.037-2002|
20510394918|LIMA VIAS EXPRESS S.A.|02/05/2011|RS R.S.082-2011|
20523621212|LINEA AMARILLA S.A.C.|02/05/2011|RS R.S.082-2011|
20111492868|LITHO LASER S.A.|01/06/2002|RS R.S.037-2002|
20486514966|LLACTA S.R.L.|02/05/2011|RS R.S.082-2011|
20100366747|LLAMA GAS S A|01/06/2002|RS R.S.037-2002|
20514348546|LOMA DORADA S.R.L.|01/01/2010|RS R.S.265-2009|
20301837896|LOS PORTALES S.A|01/09/2010|RS R.S.217-2010|
20415077565|LOUIS DREYFUS COMMODITIES PERU SRL|01/02/2003|RS R.S.181-2002|
20381600441|LOYALTY PERU S.A.C.|01/06/2002|RS R.S.037-2002|
20135151581|LUIMA S.A.|01/09/2010|RS R.S.217-2010|
20175346962|LUMICENTER S A|01/06/2002|RS R.S.037-2002|
20506363480|LUMINA COPPER S.A.C.|02/05/2011|RS R.S.082-2011|
20331898008|LUZ DEL SUR S.A.A.|01/06/2002|RS R.S.037-2002|
20503112877|M & F SERVICIOS EMPRESARIALES S.A.C.|01/09/2010|RS R.S.217-2010|
20101101143|M-I SWACO DE PERU S.A.C.|01/06/2002|RS R.S.037-2002|
20514150789|M.B GALEB S.A.C.|02/05/2011|RS R.S.082-2011|
20430500521|M.C. AUTOS DEL PERU S.A.|01/02/2003|RS R.S.181-2002|
20293670600|MABE PERU SA|01/06/2002|RS R.S.037-2002|
20500985322|MACHU PICCHU FOODS S.A.C.|01/03/2009|RS R.S.030-2009|
20102259905|MADERAS REMASA EL PINO S.A.C.|02/05/2011|RS R.S.082-2011|
20416191809|MADERAS Y SINTETICOS DEL PERU S.A.C.|01/09/2007|RS R.S.156-2007|
20100371741|MADERERA BOZOVICH S.A.C.|01/02/2003|RS R.S.181-2002|
20101613390|MADERERA VULCANO S.A.C.|01/02/2003|RS R.S.181-2002|
20107012011|MAERSK PERU S.A.|01/06/2002|RS R.S.037-2002|
20112273922|MAESTRO PERU SOCIEDAD ANONIMA|01/06/2003|RS R.S.101-2003|
20515431579|MAJA ENERGIA S.A.C.|01/12/2010|RS R.S.295-2010|
